"actor","text","season","episode","title"
"Badger","A flower van. You know what you should do is a garbage truck. Seriously. And I don't mean to disrespect. But if you put a bunch of cops in the back of a garbage truck, there's no way, I'm seriously thinking that there's cops in the back of a garbage truck. It's a freebie, yo. Just think about it. Think about it, boys!","2","08","Better Call Saul"
"Cop","All right. I'm hitting it.","2","08","Better Call Saul"
"Badger","You dudes give up that easy?","2","08","Better Call Saul"
"Cop","I'm not a cop.","2","08","Better Call Saul"
"Badger","Then lift your shirt. Show me you're not wearing a wire.","2","08","Better Call Saul"
"Cop","All right, you know what? Just to show you you're being an assh*le.","2","08","Better Call Saul"
"Badger","I'm blinded by white!","2","08","Better Call Saul"
"Cop","Douchebag.","2","08","Better Call Saul"
"Badger","Come on. I was joking. Come on. Don't walk away angry. Sit down. Come on. I mean, what are you complaining about? You got abs, man. Kinda.","2","08","Better Call Saul"
"Cop","Whatever, dude. I'm not even sure I want to buy anymore. I think you turned me off to the whole thing.","2","08","Better Call Saul"
"Badger","Come on. Don't be like that. I just need you to prove it, you know? Prove you're not a cop.","2","08","Better Call Saul"
"Cop","How the hell am I supposed to do that?","2","08","Better Call Saul"
"Badger","I don't know. I got it. Go over there and punch that dude right in the face.","2","08","Better Call Saul"
"Cop","Which dude? That dude? No way. He'd kick my ass.","2","08","Better Call Saul"
"Badger","True that. This is so hard, you know?","2","08","Better Call Saul"
"Cop","I know. It's simple. If you ask a cop if he's a cop, he's, like, obligated to tell you. It's in the Constitution.","2","08","Better Call Saul"
"Badger","Constitution of America?","2","08","Better Call Saul"
"Cop","So go ahead and ask.","2","08","Better Call Saul"
"Badger","Are you a cop?","2","08","Better Call Saul"
"Cop","Not like that. Ask it, like, official.","2","08","Better Call Saul"
"Badger","Are you a police officer?","2","08","Better Call Saul"
"Cop","I am not a police officer.","2","08","Better Call Saul"
"Badger","Okay, then. The price is the price, yo. All right. There you go. Enjoy.","2","08","Better Call Saul"
"Cop","Thanks, man. Albuquerque Police! You're under arrest! Get on the ground! Get on your stomach now! On your stomach, get on the ground! Hold it, don't move! Stay down!","2","08","Better Call Saul"
"Commercial Guy #1","I had a good job until my boss accused me of stealing. I'd better call Saul!","2","08","Better Call Saul"
"Commercial Guy #2","I was out partying, minding my own business.","2","08","Better Call Saul"
"Girl Cop","You are under arrest.","2","08","Better Call Saul"
"Commercial Guy #2","I'd better call Saul!","2","08","Better Call Saul"
"Saul","Hi. I'm Saul Goodman. Did you know that you have rights? The Constitution says you do. And so do I. I believe that until proven guilty, every man, woman, and child in this country is innocent. And that's why I fight for you, Albuquerque! Better call Saul. Saul Goodman, attorney at law.","2","08","Better Call Saul"
"Jesse","I really need to get some furniture.","2","08","Better Call Saul"
"Jane","I suggest you start with a bed.","2","08","Better Call Saul"
"Jesse","God, I wish we could smoke in here.","2","08","Better Call Saul"
"Jane","Well, you can't.","2","08","Better Call Saul"
"Jesse","I know. I know. I'm just saying.","2","08","Better Call Saul"
"Jane","Don't think I can't smell that weed. You better seriously hope that airs out. My dad will keep your security deposit. He has a nose like a damn bloodhound.","2","08","Better Call Saul"
"Jesse","Has he ever caught you?","2","08","Better Call Saul"
"Jane","Many times.","2","08","Better Call Saul"
"Jesse","Well, listen. Since I already lost my deposit and all, maybe we should light up. You sure? Well, is it cool if I burn one? Maybe you'll change your mind.","2","08","Better Call Saul"
"Jane","Do what you want to do, I guess.","2","08","Better Call Saul"
"Jesse","What'd I say?","2","08","Better Call Saul"
"Jane","Nothing. I just have to go is all.","2","08","Better Call Saul"
"Jesse","What's this?","2","08","Better Call Saul"
"Jane","My 18-month chip. I'm in recovery. And you know, pot is, like, stepping stones.","2","08","Better Call Saul"
"Jesse","Recovery? That's cool. Right on. I respect that. You know, I don't really burn much anymore. It's just a sometime thing. But no more, like, in the house. So, you want to go grab some dinner? I could really go for some Chinese.","2","08","Better Call Saul"
"Jane","I better hit it.","2","08","Better Call Saul"
"Jesse","We cool?","2","08","Better Call Saul"
"Jane","Your satellite's on, by the way. That screen's bad-ass.","2","08","Better Call Saul"
"Walter","I just think it's asking a lot.","2","08","Better Call Saul"
"Walter","Is this going to be every weekend now?","2","08","Better Call Saul"
"Skyler","It's just the end of the quarter. You remember how that was. But I am earning double time. There's a bright side. So, when the laziest boy in the world wakes up, tell him he better wash those sneakers. And I said ""Bye."" And tell him to let them air dry this time. I don't want them banging the hell out of my dryer. What?","2","08","Better Call Saul"
"Walter","What, you don't even get a casual Saturday? You look nice is all.","2","08","Better Call Saul"
"Skyler","It's work. Everybody's gonna be there. Maybe we'll order a pizza tonight?","2","08","Better Call Saul"
"Walter","Hi. You've reached Walt, Skyler, and Walter Junior. Please leave a message, and we'll get back to you.","2","08","Better Call Saul"
"Marie","Skyler? Are you there? I just don't know what to do. I need to talk to you.","2","08","Better Call Saul"
"Walter","It's me. What's up?","2","08","Better Call Saul"
"Marie","Yesterday I got home and found him. He didn't even tell me he was coming.","2","08","Better Call Saul"
"Walter","A man was k*lled?","2","08","Better Call Saul"
"Marie","A federale, right in front of him. Three agents wounded, one lost his leg. It's like what you hear about in Iraq or something. The IEDs. Oh, Jesus. I had to hear about it from Steve Gomez. Hank talked to his ASAC for about an hour. Hank should win an Oscar. He's so damn breezy with the man. He hangs up the phone, goes right back to bed. And all he keeps saying is, ""I'm fine. I'm fine. Leave me alone.""","2","08","Better Call Saul"
"Hank","Baby, not now.","2","08","Better Call Saul"
"Walter","It's me, Hank. Sorry.","2","08","Better Call Saul"
"Hank","Hey, buddy. What's up?","2","08","Better Call Saul"
"Walter","I just, do you mind if I...So how you doing?","2","08","Better Call Saul"
"Hank","You know. Lousy. Montezuma's Revenge, big time. I mean, everything's going through me like crap through a tin horn. Better not get too close.","2","08","Better Call Saul"
"Walter","I'll take my chances.","2","08","Better Call Saul"
"Hank","I guess you heard about what happened down in Juarez?","2","08","Better Call Saul"
"Walter","Terrible.","2","08","Better Call Saul"
"Hank","What do you expect? Freakin' animals. Like Apocalypse Now down there. It's like Colonel Kurtz holed up in his jungle. And my SAC in El Paso sends me home. Now, that's a sound leadership decision right there, huh? You don't put your second most senior man on the trail of those motherless bastards, you send him home. I was, you know, ""He's out getting an evidence bag, and so ends up without a scratch on him."" So must be something wrong with that picture.","2","08","Better Call Saul"
"Walter","So are you home for good?","2","08","Better Call Saul"
"Hank","Playing it by ear. ""To be determined.""","2","08","Better Call Saul"
"Walter","Think you might want to talk it through with somebody?","2","08","Better Call Saul"
"Hank","What? A shrink? I can't. Start going down that road, kiss your career goodbye.","2","08","Better Call Saul"
"Walter","Or Marie. Or me, if you like.","2","08","Better Call Saul"
"Hank","You know, I don't know how to say this. You know, the things I deal with, you and me don't have much of what you might call an experiential overlap.","2","08","Better Call Saul"
"Walter","What if I told you we do? I have spent my whole life scared. Frightened of things that could happen, might happen, might not happen. Finding myself awake at 3 in the morning. But you know what? Ever since my diagnosis I sleep just fine. And I came to realize it's that fear that's the worst of it. That's the real enemy. So get up. Get out in the real world. And you kick that b*st*rd as hard as you can right in the teeth.","2","08","Better Call Saul"
"Walter","Do it again. Go on.","2","08","Better Call Saul"
"Jesse","$10,000 even. Same as last time. It's totally accurate.","2","08","Better Call Saul"
"Walter","You and I, we are gonna feed this machine. I want it running 24 hours a day.","2","08","Better Call Saul"
"Jesse","Right on.","2","08","Better Call Saul"
"Walter","Not yours, I take it.","2","08","Better Call Saul"
"Jesse","We got 10, 20, 30, 44, five each.","2","08","Better Call Saul"
